2016,8,4,13,63.8368957232099950
2016,8,4,14,46.5617178867403310
2016,8,4,15,9.4975930656934307
2016,8,4,16,70.3660450209843570
2016,8,4,17,40.3501840688912810
2016,8,4,18,111.0351848094324100
2016,8,4,19,63.0629592505854800
2016,8,4,20,94.2470022670596240
2016,8,4,21,10.0634637203166230
2016,8,4,22,49.0879200762388820
2016,8,4,23,23.7079982971477220
2016,8,5,0,28.9202116946399570
2016,8,5,1,60.5840482187837350
2016,8,5,2,34.2454046076313890
2016,8,5,3,26.3180027100271000
2016,8,5,4,27.4047251497005990
2016,8,5,5,22.3780671462829740
2016,8,5,6,41.4588378921962990
2016,8,5,7,62.6991675955414010
2016,8,5,8,88.7716758230236950
2016,8,5,9,40.4319411764705880
2016,8,5,10,72.9793152507676560
2016,8,5,11,10.6647535971223020
2016,8,5,12,159.3556583236321300
2016,8,5,13,64.6945072587532020
2016,8,5,14,74.9644142216085610
2016,8,5,15,62.0095938270477580
2016,8,5,16,36.5669031007751940
2016,8,5,17,128.6374414414414410
2016,8,5,18,112.1804886168910650
2016,8,5,19,161.8682954545454550
2016,8,5,20,95.8026952301719360
2016,8,5,21,240.8415338457264560
2016,8,5,22,155.3652810287871640
2016,8,5,23,388.9544503679476700
2016,8,6,0,15.9398834146341460
2016,8,6,1,190.7137858942065490
2016,8,6,2,11.4065349143610010
2016,8,6,3,236.7059518272425250
2016,8,6,4,248.0312605042016810
2016,8,6,5,0.24320833333333333330
2016,8,6,6,0.26987500000000000000
2016,8,6,7,0.31525000000000000000
2016,8,6,8,1.2495535714285714
2016,8,6,9,5.4469130434782609
2016,8,6,10,0.33695833333333333330
2016,8,6,11,91.8210377113133940
2016,8,6,12,0.31939583333333333330
2016,8,6,13,7.5832362869198312
2016,8,6,14,7.8081323155216285
2016,8,6,15,54.4206174812030080
2016,8,6,16,1.6644098360655738
2016,8,6,17,120.0108195020746890
2016,8,6,18,128.2539524348810870
2016,8,6,19,93.8680571705426360
2016,8,6,20,1.6764107142857143
2016,8,6,21,24.4085034965034970
2016,8,6,22,96.0146023560209420
2016,8,6,23,7.2911171450737005
2016,8,7,0,22.7146944444444440
2016,8,7,1,0.41214583333333333330
2016,8,7,2,0.30702083333333333330
2016,8,7,3,2.8580312500000000
2016,8,7,4,0.26483333333333333330
2016,8,7,5,0.26022916666666666670
2016,8,7,6,0.27406250000000000000
2016,8,7,7,0.31931250000000000000
2016,8,7,8,0.35614583333333333330
2016,8,7,9,4.6068000000000000
2016,8,7,10,0.36356250000000000000
2016,8,7,11,0.30760416666666666670
2016,8,7,12,23.8985191570881230
2016,8,7,13,4.0653140495867769
2016,8,7,14,61.0720150753768840
2016,8,7,15,14.6478756410256410
2016,8,7,16,53.9795638455827770
2016,8,7,17,97.2232321428571430
